"DBN","School Name","Budget","Total Enrollment","Budget Per Student","School Type","School Category","Street Address","City","State","Zip Code","Borough","Latitude","Longitude","Coordinates","Report Type","Report Grade","FL Percent","FRL Percent","Pre-K Demographics","K Demographics","Grade 1 Demographics","Grade 2 Demographics","Grade 3 Demographics","Grade 4 Demographics","Grade 5 Demographics","Grade 6 Demographics","Grade 7 Demographics","Grade 8 Demographics","Grade 9 Demographics","Grade 10 Demographics","Grade 11 Demographics","Grade 12 Demographics","Number of English Language Learners","Percent of English Language Learners","Number of Special Education Students","Percent of Special Education Students","Number of Collaborative Team Teaching Students","Number of Self-Contained Classroom Students","Number of Asian Students","Percent of Asian Students","Number of Black Students","Percent of Black Students","Number of Hispanic Students","Percent of Hispanic Students","Number of White Students","Percent of White Students","Number of Male Students","Percent of Male Students","Number of Female Students","Percent of Female Students","Number of Students in Cohort","Number of Graduation Students in Cohort","Percent of Graduation Students in Cohort","Number of Regents in Cohort","Total Regents - % of cohort","Total Regents - % of grads","Advanced Regents - n","Advanced Regents - % of cohort","Advanced Regents - % of grads","Regents without Advanced - n","Regents without Advanced - % of cohort","Regents without Advanced - % of grads","Local - n","Local - % of cohort","Local - % of grads","Still Enrolled - n","Still Enrolled - % of cohort","Dropped Out - n","Dropped Out - % of cohort","Number of Students Tested for ELA","ELA Mean Scale Score","Number of Students Scoring Level 1 in ELA","Percent of Students Scoring Level 1 in ELA","Number of Students Scoring Level 2 in ELA","Percent of Students Scoring Level 2 in ELA","Number of Students Scoring Level 3 in ELA","Percent of Students Scoring Level 3 in ELA","Number of Students Scoring Level 4 in ELA","Percent of Students Scoring Level 4 in ELA","Number of Students Tested for Math","Math Mean Scale Score","Number of Students Scoring Level 1 in Math","Percent of Students Scoring Level 1 in Math","Number of Students Scoring Level 2 in Math","Percent of Students Scoring Level 2 in Math","Number of Students Scoring Level 3 in Math","Percent of Students Scoring Level 3 in Math","Number of Students Scoring Level 4 in Math","Percent of Students Scoring Level 4 in Math"
"R024","I.S. 024 Myra S. Barnes","11488365","1471","7809.9014","General Academic","Junior High-Intermediate-Middle","225 CLEVELAND AVENUE","STATEN ISLAND","NY","10308","R","40.54521110000000","-74.14626609999999","[-74.14626609999999,40.5452111]","EMS","C","0","31","0","0","0","0","0","0","0","483","490","498","0","0","0","0","24","2","263","18","58","72","49","3","16","1","154","11","1229","84","763","52","708","48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1434","0","61","4","556","38","706","49","111","8","1441","0","37","3","358","24","579","40","467","32"
"R026","P.S. 026 The Carteret School","2074614","172","12061.7093","General Academic","Elementary","4108 VICTORY BOULEVARD","STATEN ISLAND","NY","10314","R","40.59165600000000","-74.19070830000000","[-74.1907083,40.591656]","EMS","C","0","61","0","28","26","31","24","29","34","0","0","0","0","0","0","0","19","11","29","17","0","14","11","6","15","9","60","35","80","47","84","49","88","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"93","0","19","20","39","41","32","34","3","3","93","0","20","21","25","26","32","34","16","17"
"R027","I.S. 027 Anning S. Prall","9458973","1123","8422.9501","General Academic","Junior High-Intermediate-Middle","11 CLOVE LAKE PLACE","STATEN ISLAND","NY","10310","R","40.62819000000000","-74.11702269999999","[-74.11702269999999,40.62819]","EMS","C","0","64","0","0","0","0","0","0","0","396","390","337","0","0","0","0","92","8","264","24","84","105","119","11","252","22","421","38","324","29","623","56","500","45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1090","0","183","16","506","46","352","32","49","5","1092","0","150","13","421","38","319","29","202","19"
"R029","P.S. 029 Bardwell","5103800","686","7439.9417","General Academic","Elementary","1581 VICTORY BOULEVARD","STATEN ISLAND","NY","10314","R","40.61404000000000","-74.11619900000000","[-74.116199,40.61404]","EMS","C","0","49","18","123","148","127","80","109","81","0","0","0","0","0","0","0","27","4","118","17","62","3","105","15","64","9","106","16","406","59","344","50","342","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","0","8","3","82","30","136","50","46","16","273","0","3","1","65","23","112","41","93","34"
"R030","P.S. 030 Westerleigh","6577652","832","7905.8317","General Academic","Elementary","200 WARDWELL AVENUE","STATEN ISLAND","NY","10314","R","40.61809800000000","-74.13307900000000","[-74.133079,40.618098]","EMS","C","0","34","0","153","133","141","144","145","116","0","0","0","0","0","0","0","29","4","172","21","33","63","67","8","42","5","144","17","563","68","457","55","375","45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"407","0","42","10","107","26","203","49","55","13","406","0","28","7","79","19","165","40","134","33"
"R031","P.S. 031 William T. Davis","4922935","552","8918.3605","General Academic","Elementary","55 LAYTON AVENUE","STATEN ISLAND","NY","10301","R","40.64202800000000","-74.08545590000000","[-74.0854559,40.642028]","EMS","B","0","90","18","68","74","83","124","95","90","0","0","0","0","0","0","0","39","7","134","24","37","65","14","3","287","52","164","30","70","13","300","54","252","46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"306","0","69","22","116","37","83","27","38","12","310","0","39","12","139","44","70","22","62","20"
"R032","P.S. 032 The Gifford School","6630592","867","7647.7416","General Academic","Elementary","32 ELVERTON AVENUE","STATEN ISLAND","NY","10308","R","40.55522900000000","-74.15417130000000","[-74.1541713,40.555229]","EMS","B","0","29","36","129","159","120","128","145","150","0","0","0","0","0","0","0","28","3","133","15","61","47","32","4","8","1","75","9","735","85","451","52","416","48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"404","0","24","6","111","27","216","53","53","13","406","0","15","4","59","14","171","42","161","40"
"R034","I.S. 034 Tottenville","7938835","1148","6915.3615","General Academic","Junior High-Intermediate-Middle","528 ACADEMY AVENUE","STATEN ISLAND","NY","10307","R","40.50777100000000","-74.24361999999999","[-74.24361999999999,40.507771]","EMS","A","0","29","0","0","0","0","0","0","0","357","397","394","0","0","0","0","17","2","204","18","92","47","37","3","9","1","82","7","1016","89","584","51","564","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1144","0","48","4","398","34","590","51","108","9","1149","0","29","3","243","21","436","37","441","38"
"R035","P.S. 35 The Clove Valley School","2272259","346","6567.2225","General Academic","Elementary","60 FOOTE AVENUE","STATEN ISLAND","NY","10301","R","40.61357790000000","-74.09895890000000","[-74.0989589,40.6135779]","EMS","C","0","46","0","64","64","54","74","41","49","0","0","0","0","0","0","0","18","5","41","12","13","0","39","11","51","15","63","18","191","55","170","49","176","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"160","0","6","4","55","34","71","44","28","17","159","0","3","2","40","25","76","47","40","25"
"R036","P.S. 036 J. C. Drumgoole","7350497","898","8185.4087","General Academic","Elementary","255 IONIA AVENUE","STATEN ISLAND","NY","10312","R","40.54303060000000","-74.18235930000000","[-74.1823593,40.5430306]","EMS","C","0","25","57","120","149","157","125","146","144","0","0","0","0","0","0","0","21","2","142","16","56","26","34","4","6","1","63","7","792","88","468","52","430","48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"409","0","24","6","133","32","190","46","62","15","408","0","21","5","83","20","173","42","131","32"
"R038","P.S. 038 George Cromwell","4563894","405","11268.8741","General Academic","Elementary","421 LINCOLN AVENUE","STATEN ISLAND","NY","10306","R","40.57493800000000","-74.09942500000000","[-74.099425,40.574938]","EMS","B","0","71","19","68","56","64","59","66","73","0","0","0","0","0","0","0","57","14","91","23","48","23","17","4","15","4","99","24","271","67","199","49","206","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"195","0","11","6","77","39","92","47","15","8","199","0","4","2","60","30","77","38","58","29"
"R039","P.S. 39 Francis J. Murphy Jr.","3648754","519","7030.3545","General Academic","Elementary","71 SAND LANE","STATEN ISLAND","NY","10305","R","40.59761310000000","-74.07140530000000","[-74.0714053,40.5976131]","EMS","C","0","69","36","74","88","87","71","90","73","0","0","0","0","0","0","0","60","11","61","12","10","0","69","13","19","4","128","25","294","57","251","48","268","52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"232","0","20","9","90","38","105","45","17","7","236","0","6","3","58","24","105","44","67","28"
"R041","P.S. 041 New Dorp","5236181","694","7544.9294","General Academic","Elementary","216 CLAWSON STREET","STATEN ISLAND","NY","10306","R","40.57405980000000","-74.10921570000000","[-74.1092157,40.5740598]","EMS","C","0","61","53","108","116","94","100","114","109","0","0","0","0","0","0","0","67","10","105","15","11","31","44","6","30","4","180","26","420","61","386","56","308","44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"320","0","15","5","125","39","148","46","32","10","319","0","9","3","87","27","144","45","79","25"
"R042","P.S. 042 Eltingville","7883198","1010","7805.1465","General Academic","Elementary","380 GENESEE AVENUE","STATEN ISLAND","NY","10312","R","40.55221400000000","-74.16904000000000","[-74.16904,40.552214]","EMS","C","0","34","62","154","159","159","150","152","174","0","0","0","0","0","0","0","20","2","196","19","52","50","43","4","8","1","79","8","874","87","516","51","494","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"473","0","20","4","132","27","241","51","80","16","473","0","10","2","72","15","182","38","209","44"
"R044","P.S. 044 Thomas C. Brown","9080132","879","10330.0705","General Academic","Elementary","80 MAPLE PARKWAY","STATEN ISLAND","NY","10303","R","40.63167600000000","-74.15732299999999","[-74.15732299999999,40.631676]","EMS","C","0","86","85","127","144","134","129","137","123","0","0","0","0","0","0","0","80","9","245","28","59","105","15","2","396","45","355","40","106","12","439","50","440","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"374","0","107","28","184","49","77","20","6","2","376","0","88","23","199","52","76","20","13","4"
"R045","P.S. 045 John Tyler","6774570","1004","6747.5797","General Academic","Elementary","58 LAWRENCE AVENUE","STATEN ISLAND","NY","10310","R","40.62866169999999","-74.10718550000000","[-74.1071855,40.62866169999999]","EMS","C","0","57","0","147","187","168","161","184","157","0","0","0","0","0","0","0","60","6","145","14","64","40","52","5","221","22","330","33","382","38","532","53","472","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"496","0","72","14","225","45","175","35","24","5","499","0","35","7","186","37","184","36","94","19"
"R046","P.S. 046 Albert V. Maniscalco","3317716","306","10842.2092","General Academic","Elementary","41 REID AVENUE","STATEN ISLAND","NY","10305","R","40.59376400000000","-74.08063840000001","[-74.08063840000001,40.593764]","EMS","D","0","69","22","51","53","43","38","46","53","0","0","0","0","0","0","0","28","9","88","29","6","46","28","9","46","15","89","29","139","45","165","54","141","46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"137","0","20","14","58","42","51","37","8","6","138","0","14","10","41","29","51","37","32","23"
"R047","CSI High School for International Studies","3210087","492","6524.5671","General Academic","High school","100 ESSEX DRIVE","STATEN ISLAND","NY","10314","R","40.58196900000000","-74.15935999999999","[-74.15935999999999,40.581969]",NULL,NULL,"0","33","0","0","0","0","0","0","0","0","0","0","147","158","110","77","0","0","60","12","33","0","58","12","56","11","88","18","284","58","207","42","285","58","93","88","95","77","83","88","18","19","21","59","63","67","11","12","13","5","5","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"R048","P.S. 048 William C. Wilcox","3288947","500","6577.8940","General Academic","Elementary","1050 Targee Street","Staten Island","NY","10304","R","40.60302600000000","-74.09196700000000","[-74.091967,40.603026]","EMS","B","0","49","34","89","80","85","73","64","75","0","0","0","0","0","0","0","40","8","52","10","3","2","104","21","20","4","72","14","299","60","253","51","247","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"212","0","2","1","36","17","118","55","56","26","216","0","4","2","19","9","81","37","112","52"
"R049","I.S. 49 Berta A. Dreyfus","7847090","886","8856.7607","General Academic","Junior High-Intermediate-Middle","101 WARREN STREET","STATEN ISLAND","NY","10304","R","40.62044100000000","-74.08072200000000","[-74.080722,40.620441]","EMS","B","0","80","0","0","0","0","0","0","0","303","291","292","0","0","0","0","90","10","247","28","40","137","96","11","367","41","304","34","113","13","452","51","434","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"855","0","233","27","424","49","189","22","9","1","867","0","192","22","400","46","191","22","84","10"
"R050","P.S. 050 Frank Hankinson","5719552","666","8587.9159","General Academic","Elementary","200 ADELAIDE AVENUE","STATEN ISLAND","NY","10306","R","40.56092300000000","-74.12424000000000","[-74.12424,40.560923]","EMS","B","0","36","49","115","116","100","80","99","107","0","0","0","0","0","0","0","51","8","120","18","65","14","39","6","6","1","58","9","543","82","350","53","316","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"282","0","15","5","72","25","129","45","66","23","284","0","7","3","65","22","98","34","114","40"
"R051","I.S. 051 Edwin Markham","8024905","1080","7430.4676","General Academic","Junior High-Intermediate-Middle","20 HOUSTON STREET","STATEN ISLAND","NY","10302","R","40.62327200000000","-74.14553300000000","[-74.145533,40.623272]","EMS","B","0","75","0","0","0","0","0","0","0","285","364","431","0","0","0","0","97","9","237","22","47","114","105","10","221","21","476","44","277","26","583","54","497","46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1072","0","162","15","536","50","332","31","42","4","1079","0","168","15","545","50","290","26","76","7"
"R052","P.S. 052 John C. Thompson","6839129","668","10238.2171","General Academic","Elementary","450 BUEL AVENUE","STATEN ISLAND","NY","10305","R","40.58255200000000","-74.08901200000000","[-74.089012,40.582552]","EMS","C","0","57","31","98","116","102","102","107","112","0","0","0","0","0","0","0","95","14","153","23","65","55","55","8","19","3","94","14","486","73","353","53","315","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"311","0","35","11","105","33","138","44","33","10","312","0","14","5","75","24","128","41","95","30"
"R053","P.S. 053 Bay Terrace","6249627","713","8765.2553","General Academic","Elementary","330 DURANT AVENUE","STATEN ISLAND","NY","10308","R","40.55254040000000","-74.13703880000000","[-74.1370388,40.5525404]","EMS","B","0","26","36","87","120","117","114","121","118","0","0","0","0","0","0","0","13","2","136","19","59","37","32","5","24","3","57","8","584","82","397","56","316","44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"352","0","20","6","96","27","177","50","59","16","355","0","6","2","64","18","152","42","133","38"
"R054","P.S. 054 Charles W. Leng","7073072","892","7929.4529","General Academic","Elementary","1060 WILLOWBROOK ROAD","STATEN ISLAND","NY","10314","R","40.60274290000000","-74.13743900000000","[-74.137439,40.6027429]","EMS","C","0","59","69","140","141","138","144","139","121","0","0","0","0","0","0","0","84","9","140","16","48","26","323","36","65","7","175","20","317","36","428","48","464","52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"404","0","27","7","107","26","204","50","66","16","406","0","15","4","98","24","156","38","137","34"
"R055","P.S. 055 Henry M. Boehm","5841713","703","8309.6913","General Academic","Elementary","54 OSBORNE STREET","STATEN ISLAND","NY","10312","R","40.53662200000000","-74.16306100000000","[-74.163061,40.536622]","EMS","C","0","23","28","113","109","119","119","106","109","0","0","0","0","0","0","0","12","2","132","19","56","25","32","5","4","1","35","5","620","88","351","50","352","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"337","0","14","4","104","30","166","49","53","15","338","0","3","1","72","21","147","43","116","34"
"R056","P.S. 56 The Louis Desario School","6631461","769","8623.4863","General Academic","Elementary","250 KRAMER AVENUE","STATEN ISLAND","NY","10309","R","40.54183800000000","-74.21393700000000","[-74.213937,40.541838]","EMS","C","0","32","55","114","136","123","131","104","106","0","0","0","0","0","0","0","11","1","134","17","2","23","28","4","6","1","59","8","664","86","394","51","375","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"330","0","12","4","92","27","187","56","39","11","331","0","3","1","52","15","134","40","142","43"
"R057","P.S. 057 Hubert H. Humphrey","7922925","639","12398.9437","General Academic","Elementary","140 PALMA DRIVE","STATEN ISLAND","NY","10304","R","40.61116000000000","-74.08378700000000","[-74.083787,40.61116]","EMS","A","0","92","50","102","91","103","99","96","98","0","0","0","0","0","0","0","71","11","182","29","53","91","19","3","352","55","202","32","59","9","332","52","307","48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"283","0","78","27","118","41","79","27","8","3","289","0","44","15","142","49","71","24","32","11"
"R058","Space Shuttle Columbia School","7649670","767","9973.4941","General Academic","Elementary","77 MARSH AVENUE","STATEN ISLAND","NY","10314","R","40.58281600000000","-74.16090299999999","[-74.16090299999999,40.582816]","EMS","C","0","52","33","138","111","119","111","135","120","0","0","0","0","0","0","0","79","10","186","24","62","46","127","17","40","5","160","21","427","56","408","53","359","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"359","0","30","8","108","30","171","47","50","13","363","0","21","6","81","22","142","39","119","33"
"R060","P.S. 060 Alice Austen","8815559","916","9623.9727","General Academic","Elementary","55 MERRILL AVENUE","STATEN ISLAND","NY","10314","R","40.61060600000000","-74.16262300000000","[-74.162623,40.610606]","EMS","C","0","61","70","147","154","136","143","126","140","0","0","0","0","0","0","0","45","5","203","22","53","76","90","10","41","5","196","21","573","63","459","50","457","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"397","0","38","10","158","39","155","39","46","11","398","0","17","4","106","26","155","38","120","30"
"R061","I.S. 061 William A Morris","10440773","1329","7856.1121","General Academic","Junior High-Intermediate-Middle","445 CASTLETON AVENUE","STATEN ISLAND","NY","10301","R","40.63452700000000","-74.09799199999999","[-74.09799199999999,40.634527]","EMS","C","0","69","0","0","0","0","0","0","0","413","425","491","0","0","0","0","87","7","265","20","50","122","64","5","514","39","457","34","283","21","600","45","729","55",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1280","0","213","16","635","49","379","29","53","4","1282","0","181","14","603","47","328","25","170","13"
"R063","Marsh Avenue School for Expeditionary Learning","2602773","290","8975.0793","General Academic","Junior High-Intermediate-Middle","100 ESSEX DRIVE","STATEN ISLAND","NY","10314","R","40.58196900000000","-74.15935999999999","[-74.15935999999999,40.581969]","EMS","B","0","48","0","0","0","0","0","0","0","152","138","0","0","0","0","0","3","1","63","22","23","21","21","7","47","16","62","21","156","54","138","48","152","52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","0","29","10","96","33","140","48","24","8","287","0","8","3","79","27","114","39","86","30"
